1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,15,15,75,75,80,80,85,85,90,90,100,100
1,1,4,4,25,25,64,64,80,80,85,85,91,91,100,100
1,2,4,5,10,25,64,76,80,81,85,86,91,91,99,100
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,2,5,5,10,10,76,76,81,81,86,86,91,91,99,99
2,3,5,9,10,14,69,76,80,81,85,86,90,91,99,100
3,3,9,9,14,14,69,69,80,80,85,85,90,90,100,100
3,3,9,9,14,14,69,69,80,80,85,85,90,90,100,100
3,3,9,9,14,14,69,69,80,80,85,85,90,90,100,100
3,3,9,9,14,14,69,69,80,80,85,85,90,90,100,100
3,3,9,9,14,14,69,69,80,80,85,85,90,90,100,100
3,3,9,9,14,14,69,69,80,80,85,85,90,90,100,100
3,3,9,9,14,14,69,69,80,80,85,85,90,90,100,100
3,4,9,9,14,30,52,69,80,80,85,85,90,90,100,100
4,4,9,9,30,30,52,52,80,80,85,85,90,90,100,100
4,4,9,9,30,30,52,52,80,80,85,85,90,90,100,100
4,4,9,9,30,30,52,52,80,80,85,85,90,90,100,100
4,4,9,9,30,30,52,52,80,80,85,85,90,90,100,100
4,4,9,9,30,30,52,52,80,80,85,85,90,90,100,100
4,4,9,9,30,30,52,52,80,80,85,85,90,90,100,100
4,4,10,10,15,15,64,64,81,81,86,86,91,91,99,99
4,4,10,10,15,15,64,64,81,81,86,86,91,91,99,99
5,5,10,10,36,36,42,42,81,81,86,86,91,91,99,99
1,1,3,3,9,9,14,14,68,68,80,80,85,85,90,90,100,100
1,1,3,3,9,9,14,14,68,68,80,80,85,85,90,90,100,100
1,1,4,4,10,10,15,15,64,64,80,80,85,85,91,91,100,100
1,1,4,4,10,10,15,15,64,64,80,80,85,85,91,91,100,100
1,1,4,10,15,21,41,47,54,61,62,64,68,80,85,91,95,100
1,1,24,24,31,31,41,41,54,54,61,61,67,68,75,75,95,96
1,1,24,25,25,31,47,47,54,55,61,67,68,69,75,77,77,96
1,1,25,25,34,34,41,41,47,55,61,61,68,68,76,76,89,97
1,1,25,25,41,41,46,46,53,53,59,59,62,62,68,68,95,95
1,1,25,25,41,41,47,47,54,54,61,61,68,68,76,76,77,77
1,1,26,29,33,35,41,47,47,54,60,61,62,68,69,76,95,95
1,1,29,29,34,34,47,47,53,53,60,60,62,62,69,69,95,95
1,1,29,29,41,41,46,46,53,53,55,55,62,62,68,68,95,95
1,1,31,31,34,34,47,47,55,55,61,61,68,68,76,76,77,77
1,1,31,31,40,41,44,47,48,53,55,55,62,62,68,69,95,97
1,1,32,32,34,38,41,41,48,55,55,61,68,68,76,76,78,95
1,1,32,32,40,40,44,45,51,53,55,55,62,62,68,69,95,95
1,1,32,32,40,40,45,45,51,51,55,55,62,62,69,69,95,95
1,1,32,33,40,41,46,46,48,51,55,55,62,62,68,68,95,96
2,2,4,4,10,10,15,15,64,64,80,80,85,85,91,91,99,99
2,2,4,4,10,10,15,15,64,64,80,80,85,85,91,91,99,99
2,2,4,4,10,15,15,20,53,64,80,80,85,85,91,91,99,100
2,2,4,4,15,15,20,20,53,53,80,80,85,85,91,91,100,100
2,2,4,4,15,15,20,20,53,53,80,80,85,85,91,91,100,100
2,2,4,4,15,15,20,20,53,53,80,80,85,85,91,91,100,100
2,2,4,4,15,15,20,20,53,53,80,80,85,85,91,91,100,100
2,2,4,4,15,15,20,20,53,53,80,80,85,85,91,91,100,100
2,2,4,4,15,15,20,20,53,53,80,80,85,85,91,91,100,100
2,2,4,4,15,15,20,20,53,53,80,80,85,85,91,91,100,100
2,2,4,4,15,15,20,20,53,53,80,80,86,86,91,91,99,99
2,2,4,4,15,15,20,20,53,53,80,80,86,86,91,91,99,99
2,2,5,5,10,10,16,16,65,65,76,76,86,86,91,91,99,99
2,2,5,5,10,10,16,16,65,65,76,76,86,86,91,91,99,99
2,2,5,5,10,10,16,16,65,65,76,76,86,86,91,91,99,99
2,2,5,5,10,10,16,16,65,65,76,76,86,86,91,91,99,99
2,2,5,5,10,10,16,16,65,65,76,76,86,86,91,91,99,99
2,2,5,5,10,10,16,16,65,65,76,76,86,86,91,91,99,99
2,2,5,5,11,11,16,16,59,59,81,81,86,86,91,91,99,99
2,2,5,5,11,11,16,16,59,59,81,81,86,86,91,91,99,99
2,2,5,5,11,11,16,16,59,59,81,81,86,86,91,91,99,99
2,2,5,5,11,11,16,16,59,59,81,81,86,86,91,91,99,99
2,2,5,5,11,11,26,26,48,48,81,81,86,86,92,92,99,99
2,2,5,5,16,16,21,21,48,48,81,81,86,86,92,92,99,99
2,2,5,5,16,16,21,21,48,48,81,81,86,86,92,92,99,99
2,2,5,5,16,16,21,21,48,48,81,81,86,86,92,92,99,99
2,2,5,5,16,16,21,21,48,48,81,81,86,86,92,92,99,99
2,2,5,5,16,16,21,21,48,48,81,81,86,86,92,92,99,99
2,2,5,5,16,16,21,21,48,48,81,81,86,86,92,92,99,99
2,2,5,16,21,25,41,46,48,53,57,62,69,81,86,92,95,99
2,2,25,29,34,41,41,46,53,54,57,60,62,66,69,69,95,95
2,2,29,30,34,34,41,41,54,54,60,60,66,66,69,69,94,95
